Order Id,Product Id,Prod. Costs,Rent Costs,Sales Date,Fiscal Year,Total Cost,Customer Id,Volume (LB),Volume,Industry,Revenue,Year Month,ID,State,LOCATION_ID,Plant
33036839,BL01-CA03-1040,3433.8,0.0,2022-09-14 00:00:00,2023,91.2,4564.0,720,0,2030.0,"3547,08",202209,4564,SP,LOSP01983,SP001
33038284,BL01-CA06-1051,456.0,0.0,2022-09-07 00:00:00,4046,35.38,4564.0,3132,0,5020.0,"506,91",202209,4564,SP,LOSP01983,SP001
33038832,BL01-CA06-1051,224.8,0.0,2022-09-13 00:00:00,2023,37.12,4564.0,1044,0,5020.0,"240,88",202209,4564,SP,LOSP01983,SP001
33040398,BL01-CA06-1051,228.0,0.0,2022-09-28 00:00:00,2023,17.69,4564.0,1566,0,5020.0,"265,00",202209,4564,SP,LOSP01983,SP001
33040487,BL01-CA06-1051,168.6,0.0,2022-09-29 00:00:00,2023,27.84,4564.0,783,0,5020.0,"168,60",202209,4564,SP,LOSP01983,SP001
33041361,BL01-CA09-1063,225.0,0.0,2022-09-07 00:00:00,2023,22.12,4564.0,2022,0,5020.0,"262,00",202209,4564,SP,LOSP01983,SP001
33042488,BL01-CA09-1063,204.01,0.0,2022-09-28 00:00:00,2023,19.73,4564.0,337,0,3085.0,"204,01",202209,4564,SP,LOSP01983,SP001
33042554,BL01-CA09-1063,215.0,0.0,2022-09-28 00:00:00,2023,16.98,4564.0,1506,0,5020.0,"252,00",202209,4564,SP,LOSP01983,SP001
33045543,BL01-CA04-1042,654.0,0.0,2022-09-20 00:00:00,2023,58.53,4564.0,3529,0,5020.0,"676,50",202209,4564,SP,LOSP01983,SP001
33032052,BL01-CA06-1053,2410.18,0.0,2022-09-01 00:00:00,2023,884.0,4564.0,6,0,5020.0,"2435,18",202209,4564,SP,LOSP01983,SP001
33033878,BL01-CA06-1053,663.54,0.0,2022-09-20 00:00:00,2023,190.0,4564.0,212,0,4030.0,"667,54",202209,4564,SP,LOSP01983,SP001
33048901,BL01-CA09-1064,380.0,0.0,2022-09-07 00:00:00,2023,264.0,4564.0,48,0,3085.0,"428,50",202209,4564,SP,LOSP01983,SP001
33046476,BL01-CA10-1067,449.16,0.0,2022-09-20 00:00:00,2023,219.0,4564.0,144,0,4030.0,"455,30",202209,4564,SP,LOSP01983,SP001
33047050,BL01-CA11-1073,1602.12,0.0,2022-09-12 00:00:00,2023,73.44,4564.0,1614,0,4030.0,"1666,37",202209,4564,SP,LOSP01983,SP001
33047407,BL01-CA11-1073,2136.16,0.0,2022-09-20 00:00:00,2023,97.92,4564.0,2152,0,4030.0,"2202,41",202209,4564,SP,LOSP01983,SP001
33047415,BL01-CA11-1073,974.48,0.0,2022-09-20 00:00:00,2023,167.78,4564.0,518,0,7185.0,"1029,48",202209,4564,SP,LOSP01983,SP001
33047470,BL01-CA11-1073,210.12,0.0,2022-09-21 00:00:00,2023,108.0,4564.0,229,0,5020.0,"212,15",202209,4564,SP,LOSP01983,SP001
33033334,BL02-CA01-2165,5118.0,0.0,2022-09-15 00:00:00,2023,2675.0,4564.0,0,0,3085.0,"5118,00",202209,4564,SP,LOSP01983,SP001
33033791,BL02-CA01-2165,866.64,0.0,2022-09-20 00:00:00,2023,608.3,4564.0,0,0,3085.0,"866,64",202209,4564,SP,LOSP01983,SP001
33033335,BL02-CA02-2178,2385.0,0.0,2022-09-15 00:00:00,2023,1517.2,4564.0,0,0,3085.0,"2385,00",202209,4564,SP,LOSP01983,SP001
33032697,BL01-CA03-1027,711.68,0.0,2022-09-09 00:00:00,2023,176.99,4564.0,10640,0,5020.0,"901,21",202209,4564,SP,LOSP01983,SP001
33035149,BL01-CA11-1062,1471.95,0.0,2022-09-06 00:00:00,2023,703.95,2917.0,5270,0,1015.0,"1524,28",202209,2917,PR,LOPR00949,SC012
33035264,BL01-CA11-1062,4415.85,0.0,2022-09-19 00:00:00,2023,2148.75,2917.0,16347,0,1015.0,"4444,45",202209,2917,PR,LOPR00949,SC012
33035344,BL01-CA11-1062,3140.16,0.0,2022-09-27 00:00:00,2023,1561.6,2917.0,11879,0,1015.0,"3211,66",202209,2917,PR,LOPR00949,SC012
33035618,BL01-CA03-1076,500.0,0.0,2022-09-09 00:00:00,2023,127.76,2917.0,5774,0,3085.0,"508,72",202209,2917,PR,LOPR00949,SC012
33035784,BL01-CA03-1076,1238.54,0.0,2022-09-15 00:00:00,2023,303.76,2917.0,12146,0,4010.0,"1278,54",202209,2917,PR,LOPR00949,SC012
33036807,BL01-CA03-1040,775.0,0.0,2022-09-13 00:00:00,2023,96.02,2917.0,60,0,3085.0,"776,59",202209,2917,PR,LOPR00949,SC012
33037017,BL01-CA03-1040,83.25,0.0,2022-09-16 00:00:00,2023,22.22,2917.0,120,0,3085.0,"88,97",202209,2917,PR,LOPR00949,SC012
33037235,BL01-CA03-1040,83.25,0.0,2022-09-21 00:00:00,2023,22.22,2917.0,120,0,3085.0,"88,97",202209,2917,PR,LOPR00949,SC012
33038158,BL01-CA06-1051,891.52,0.0,2022-09-07 00:00:00,2023,13.12,2917.0,522,0,1015.0,"975,57",202209,2917,PR,LOPR00949,SC012
33038194,BL01-CA06-1051,119.59,0.0,2022-09-07 00:00:00,2023,4.93,2917.0,261,0,3085.0,"124,31",202209,2917,PR,LOPR00949,SC012
33038342,BL01-CA06-1051,119.59,0.0,2022-09-08 00:00:00,2023,4.93,2917.0,261,0,3085.0,"124,31",202209,2917,PR,LOPR00949,SC012
33038497,BL01-CA06-1051,119.59,0.0,2022-09-09 00:00:00,2023,4.93,2917.0,261,0,3085.0,"122,51",202209,2917,PR,LOPR00949,SC012
33039234,BL01-CA06-1051,119.59,0.0,2022-09-16 00:00:00,2023,4.93,2917.0,261,0,3085.0,"124,31",202209,2917,PR,LOPR00949,SC012
33040056,BL01-CA06-1051,119.59,0.0,2022-09-26 00:00:00,2023,4.93,2917.0,261,0,3085.0,"124,31",202209,2917,PR,LOPR00949,SC012
33040147,BL01-CA06-1051,891.52,0.0,2022-09-27 00:00:00,2023,13.34,2917.0,522,0,1015.0,"952,00",202209,2917,PR,LOPR00949,SC012
33040320,BL01-CA06-1051,119.59,0.0,2022-09-28 00:00:00,2023,4.93,2917.0,261,0,3085.0,"124,31",202209,2917,PR,LOPR00949,SC012
33041274,BL01-CA09-1063,240.0,0.0,2022-09-06 00:00:00,2023,73.73,2917.0,4044,0,4015.0,"240,00",202209,2917,PR,LOPR00949,SC012
33041577,BL01-CA09-1063,960.0,0.0,2022-09-12 00:00:00,2023,294.92,2917.0,16176,0,4015.0,"960,00",202209,2917,PR,LOPR00949,SC012
