Order Id,Product Id,Prod. Costs,Rent Costs,Sales Date,Fiscal Year,Total Cost,Customer Id,Volume (LB),Volume,Industry,Revenue,Year Month,ID,State,LOCATION_ID,Plant
32767105,BL01-CA03-1101,504.38,0.0,2021-07-08 00:00:00,2022,145.31,4564.0,0,0,5020.0,"596,20",202107,4564,SP,LOSP01983,SP001
32769230,BL01-CA03-1040,1602.78,0.0,2021-07-21 00:00:00,2022,47.22,4564.0,360,0,2030.0,"1687,18",202107,4564,SP,LOSP01983,SP001
32773495,BL01-CA09-1063,1243.48,0.0,2021-07-07 00:00:00,2022,53.97,4564.0,2359,0,5025.0,"1243,48",202107,4564,SP,LOSP01983,SP001
32773853,BL01-CA09-1063,225.0,0.0,2021-07-13 00:00:00,2022,33.11,4564.0,2022,0,5020.0,"226,92",202107,4564,SP,LOSP01983,SP001
32773925,BL01-CA09-1063,177.64,0.0,2021-07-14 00:00:00,2022,7.71,4564.0,337,0,5025.0,"177,64",202107,4564,SP,LOSP01983,SP001
32774755,BL01-CA09-1063,1065.84,0.0,2021-07-28 00:00:00,2022,46.26,4564.0,2022,0,5025.0,"1065,84",202107,4564,SP,LOSP01983,SP001
32775554,BL01-CA07-1055,322.0,0.0,2021-07-01 00:00:00,2022,37.0,4564.0,100,0,3085.0,"322,00",202107,4564,SP,LOSP01983,SP001
32777830,BL01-CA04-1042,123.34,0.0,2021-07-09 00:00:00,2022,10.69,4564.0,219,0,3085.0,"123,34",202107,4564,SP,LOSP01983,SP001
32778357,BL01-CA04-1042,654.0,0.0,2021-07-16 00:00:00,2022,66.81,4564.0,3529,0,5020.0,"679,00",202107,4564,SP,LOSP01983,SP001
32778868,BL01-CA04-1042,654.0,0.0,2021-07-26 00:00:00,2022,66.81,4564.0,3529,0,5020.0,"679,00",202107,4564,SP,LOSP01983,SP001
32779245,BL01-CA04-1042,654.0,0.0,2021-07-30 00:00:00,2022,66.81,4564.0,3529,0,5020.0,"679,00",202107,4564,SP,LOSP01983,SP001
32779262,BL01-CA10-1067,400.0,0.0,2021-07-01 00:00:00,2022,42.6,4564.0,576,0,5025.0,"547,14",202107,4564,SP,LOSP01983,SP001
32780295,BL01-CA11-1073,939.9,0.0,2021-07-14 00:00:00,2022,91.68,4564.0,1374,0,5025.0,"939,90",202107,4564,SP,LOSP01983,SP001
32780438,BL01-CA11-1073,210.12,0.0,2021-07-16 00:00:00,2022,105.0,4564.0,229,0,5020.0,"212,20",202107,4564,SP,LOSP01983,SP001
32780591,BL01-CA11-1073,99.44,0.0,2021-07-21 00:00:00,2022,33.37,4564.0,140,0,2040.0,"102,09",202107,4564,SP,LOSP01983,SP001
32780771,BL01-CA11-1073,186.75,0.0,2021-07-23 00:00:00,2022,73.78,4564.0,259,0,4010.0,"186,75",202107,4564,SP,LOSP01983,SP001
32781030,BL01-CA11-1073,1253.2,0.0,2021-07-28 00:00:00,2022,122.24,4564.0,1832,0,5025.0,"1253,20",202107,4564,SP,LOSP01983,SP001
32783384,BL02-CA01-2165,295.0,0.0,2021-07-01 00:00:00,2022,146.0,4564.0,0,0,3085.0,"295,00",202107,4564,SP,LOSP01983,SP001
32784210,BL02-CA01-2165,790.0,0.0,2021-07-21 00:00:00,4044,558.0,4564.0,0,0,3085.0,"790,00",202107,4564,SP,LOSP01983,SP001
32784790,BL02-CA01-2167,90.0,0.0,2021-07-13 00:00:00,2022,53.65,4564.0,0,0,3085.0,"90,00",202107,4564,SP,LOSP01983,SP001
32767108,BL01-CA03-1101,1879.5,0.0,2021-07-14 00:00:00,2022,854.74,2917.0,0,0,1015.0,"1918,70",202107,2917,PR,LOPR00949,SC012
32767249,BL01-CA11-1062,4333.5,0.0,2021-07-13 00:00:00,2022,2235.15,2917.0,16979,0,1015.0,"4418,63",202107,2917,PR,LOPR00949,SC012
32767321,BL01-CA11-1062,4044.6,0.0,2021-07-20 00:00:00,2022,2058.42,2917.0,15627,0,1015.0,"4126,60",202107,2917,PR,LOPR00949,SC012
32767399,BL01-CA11-1062,288.9,0.0,2021-07-27 00:00:00,2022,143.46,2917.0,1089,0,1015.0,"292,03",202107,2917,PR,LOPR00949,SC012
32767819,BL01-CA03-1076,910.0,0.0,2021-07-15 00:00:00,2022,273.16,2917.0,12146,0,4010.0,"940,00",202107,2917,PR,LOPR00949,SC012
32770012,BL01-CA06-1051,110.73,0.0,2021-07-02 00:00:00,2022,5.6,2917.0,261,0,3085.0,"112,66",202107,2917,PR,LOPR00949,SC012
32770123,BL01-CA06-1051,242.37,0.0,2021-07-06 00:00:00,2022,5.14,2917.0,261,0,3050.0,"242,37",202107,2917,PR,LOPR00949,SC012
32771288,BL01-CA06-1051,236.91,0.0,2021-07-16 00:00:00,2022,5.11,2917.0,261,0,3050.0,"236,91",202107,2917,PR,LOPR00949,SC012
32771315,BL01-CA06-1051,110.73,0.0,2021-07-16 00:00:00,2022,5.6,2917.0,261,0,3085.0,"114,45",202107,2917,PR,LOPR00949,SC012
32773423,BL01-CA09-1063,960.0,0.0,2021-07-06 00:00:00,2022,290.24,2917.0,16176,0,4015.0,"960,00",202107,2917,PR,LOPR00949,SC012
32774179,BL01-CA09-1063,480.0,0.0,2021-07-19 00:00:00,2022,145.04,2917.0,8088,0,4015.0,"480,00",202107,2917,PR,LOPR00949,SC012
32774597,BL01-CA09-1063,1200.0,0.0,2021-07-26 00:00:00,2022,362.6,2917.0,20220,0,4015.0,"1200,00",202107,2917,PR,LOPR00949,SC012
