Order Id,Product Id,Prod. Costs,Rent Costs,Sales Date,Fiscal Year,Total Cost,Customer Id,Volume (LB),Volume,Industry,Revenue,Year Month,ID,State,LOCATION_ID,Plant
32499412,BL01-CA03-1101,382.95,0.0,2020-05-18 00:00:00,2021,114.87,4564.0,0,0,5020.0,"469,43",202005,4564,SP,LOSP01983,SP001
32503085,BL01-CA06-1051,115.76,0.0,2020-05-19 00:00:00,2021,26.6,4564.0,1566,0,5020.0,"115,76",202005,4564,SP,LOSP01983,SP001
32504659,BL01-CA09-1063,300.9,0.0,2020-05-06 00:00:00,2021,28.59,4564.0,1011,0,5025.0,"300,90",202005,4564,SP,LOSP01983,SP001
32504710,BL01-CA09-1063,319.0,0.0,2020-05-07 00:00:00,2021,12.93,4564.0,337,0,4030.0,"348,22",202005,4564,SP,LOSP01983,SP001
32505026,BL01-CA09-1063,300.9,0.0,2020-05-13 00:00:00,2021,28.71,4564.0,1011,0,5025.0,"300,90",202005,4564,SP,LOSP01983,SP001
32505334,BL01-CA09-1063,416.74,0.0,2020-05-19 00:00:00,2021,92.26,4564.0,4044,0,5020.0,"416,74",202005,4564,SP,LOSP01983,SP001
32508711,BL01-CA04-1042,230.44,0.0,2020-05-15 00:00:00,2021,67.34,4564.0,196,0,3085.0,"230,44",202005,4564,SP,LOSP01983,SP001
32508750,BL01-CA04-1042,1415.22,0.0,2020-05-15 00:00:00,2021,150.24,4564.0,7058,0,5020.0,"1415,22",202005,4564,SP,LOSP01983,SP001
32508966,BL01-CA04-1042,563.5,0.0,2020-05-20 00:00:00,2021,21.96,4564.0,566,0,5030.0,"603,00",202005,4564,SP,LOSP01983,SP001
32511380,BL01-CA06-1053,170.17,0.0,2020-05-08 00:00:00,2021,87.0,4564.0,221,0,5020.0,"170,17",202005,4564,SP,LOSP01983,SP001
32511521,BL01-CA06-1053,272.25,0.0,2020-05-14 00:00:00,2021,106.0,4564.0,153,0,4030.0,"274,16",202005,4564,SP,LOSP01983,SP001
32511588,BL01-CA06-1053,2410.18,0.0,2020-05-15 00:00:00,2021,864.0,4564.0,6,0,5020.0,"2410,18",202005,4564,SP,LOSP01983,SP001
32509773,BL01-CA10-1067,411.4,0.0,2020-05-29 00:00:00,2021,198.0,4564.0,144,0,4030.0,"413,66",202005,4564,SP,LOSP01983,SP001
32509840,BL01-CA11-1073,96.54,0.0,2020-05-04 00:00:00,2021,34.32,4564.0,140,0,2040.0,"98,14",202005,4564,SP,LOSP01983,SP001
32510428,BL01-CA11-1073,843.28,0.0,2020-05-13 00:00:00,2021,121.52,4564.0,1832,0,5025.0,"843,28",202005,4564,SP,LOSP01983,SP001
32510492,BL01-CA11-1073,1285.83,0.0,2020-05-14 00:00:00,2021,82.25,4564.0,1428,0,4030.0,"1322,28",202005,4564,SP,LOSP01983,SP001
32511111,BL01-CA11-1073,183.69,0.0,2020-05-29 00:00:00,2021,11.77,4564.0,204,0,4030.0,"185,04",202005,4564,SP,LOSP01983,SP001
32499415,BL01-CA03-1101,1842.24,0.0,2020-05-20 00:00:00,2021,818.23,2917.0,0,0,1015.0,"1881,44",202005,2917,PR,LOPR00949,SC012
32499511,BL01-CA11-1062,4311.9,0.0,2020-05-12 00:00:00,2021,2408.85,2917.0,17843,0,1015.0,"4387,71",202005,2917,PR,LOPR00949,SC012
32501597,BL01-CA06-1051,690.03,0.0,2020-05-05 00:00:00,2021,16.65,2917.0,783,0,3050.0,"690,03",202005,2917,PR,LOPR00949,SC012
32502967,BL01-CA06-1051,870.54,0.0,2020-05-19 00:00:00,2021,146.0,2917.0,522,0,1015.0,"950,28",202005,2917,PR,LOPR00949,SC012
32503252,BL01-CA06-1051,460.02,0.0,2020-05-21 00:00:00,2021,11.0,2917.0,522,0,3050.0,"460,02",202005,2917,PR,LOPR00949,SC012
32504603,BL01-CA09-1063,522.0,0.0,2020-05-06 00:00:00,2021,64.32,2917.0,2022,0,2050.0,"532,57",202005,2917,PR,LOPR00949,SC012
32507117,BL01-CA11-1071,2008.41,0.0,2020-05-12 00:00:00,2021,614.0,2917.0,115,0,1015.0,"2088,24",202005,2917,PR,LOPR00949,SC012
32507941,BL01-CA04-1042,594.0,0.0,2020-05-01 00:00:00,2021,185.85,2917.0,777,0,2050.0,"649,90",202005,2917,PR,LOPR00949,SC012
32508976,BL01-CA04-1042,686.01,0.0,2020-05-20 00:00:00,4042,30.7,2917.0,235,0,7005.0,"701,78",202005,2917,PR,LOPR00949,SC012
32509070,BL01-CA04-1042,594.0,0.0,2020-05-22 00:00:00,2021,185.85,2917.0,777,0,2050.0,"606,52",202005,2917,PR,LOPR00949,SC012
32512014,BL01-CA11-1074,465.31,0.0,2020-05-14 00:00:00,2021,182.0,2917.0,144,0,2050.0,"479,61",202005,2917,PR,LOPR00949,SC012
32512058,BL01-CA11-1074,494.0,0.0,2020-05-22 00:00:00,4042,26.24,2917.0,531,0,2050.0,"560,03",202005,2917,PR,LOPR00949,SC012
32509442,BL01-CA10-1067,142.32,0.0,2020-05-05 00:00:00,2021,18.71,2917.0,300,0,1015.0,"146,28",202005,2917,PR,LOPR00949,SC012
32509911,BL01-CA11-1073,310.5,0.0,2020-05-05 00:00:00,2021,39.52,2917.0,616,0,3050.0,"310,50",202005,2917,PR,LOPR00949,SC012
32511074,BL01-CA11-1073,310.5,0.0,2020-05-29 00:00:00,2021,39.52,2917.0,616,0,3050.0,"310,50",202005,2917,PR,LOPR00949,SC012
32506596,BL01-CA10-1066,675.59,0.0,2020-05-04 00:00:00,2021,202.0,4447.0,95,0,3050.0,"688,60",202005,4447,RS,LORS01914,SC012
32506634,BL01-CA10-1066,675.59,0.0,2020-05-13 00:00:00,2021,202.0,4447.0,95,0,3050.0,"696,69",202005,4447,RS,LORS01914,SC012
32506664,BL01-CA10-1066,451.25,0.0,2020-05-19 00:00:00,2021,227.0,4447.0,95,0,7050.0,"459,75",202005,4447,RS,LORS01914,SC012
32506666,BL01-CA10-1066,675.59,0.0,2020-05-20 00:00:00,2021,202.0,4447.0,95,0,3050.0,"695,34",202005,4447,RS,LORS01914,SC012
32506689,BL01-CA10-1066,675.59,0.0,2020-05-27 00:00:00,2021,202.0,4447.0,95,0,3050.0,"696,69",202005,4447,RS,LORS01914,SC012
32500253,BL01-CA03-1076,415.0,0.0,2020-05-27 00:00:00,2021,158.37,4447.0,6073,0,3060.0,"428,90",202005,4447,RS,LORS01914,SC012
32501686,BL01-CA06-1051,242.37,0.0,2020-05-05 00:00:00,2021,5.54,4447.0,261,0,5030.0,"247,79",202005,4447,RS,LORS01914,SC012
32503992,BL01-CA06-1051,180.15,0.0,2020-05-29 00:00:00,2021,16.89,4447.0,783,0,3050.0,"185,15",202005,4447,RS,LORS01914,SC012
32504469,BL01-CA09-1063,248.88,0.0,2020-05-04 00:00:00,2021,37.44,4447.0,1348,0,3050.0,"253,88",202005,4447,RS,LORS01914,SC012
32505814,BL01-CA09-1063,186.66,0.0,2020-05-29 00:00:00,2021,28.08,4447.0,1011,0,3050.0,"189,60",202005,4447,RS,LORS01914,SC012
32506230,BL01-CA06-1052,1676.4,0.0,2020-05-04 00:00:00,2021,583.98,4447.0,232,0,3050.0,"1708,67",202005,4447,RS,LORS01914,SC012
32506275,BL01-CA06-1052,838.2,0.0,2020-05-13 00:00:00,2021,291.99,4447.0,116,0,3050.0,"895,38",202005,4447,RS,LORS01914,SC012
32506308,BL01-CA06-1052,970.8,0.0,2020-05-19 00:00:00,2021,584.0,4447.0,232,0,7050.0,"1029,10",202005,4447,RS,LORS01914,SC012
32506312,BL01-CA06-1052,838.2,0.0,2020-05-20 00:00:00,2021,291.99,4447.0,116,0,3050.0,"862,70",202005,4447,RS,LORS01914,SC012
32506339,BL01-CA06-1052,838.2,0.0,2020-05-27 00:00:00,2021,291.99,4447.0,116,0,3050.0,"895,38",202005,4447,RS,LORS01914,SC012
32508016,BL01-CA04-1042,230.31,0.0,2020-05-04 00:00:00,2021,92.0,4447.0,290,0,3050.0,"235,31",202005,4447,RS,LORS01914,SC012
32508507,BL01-CA04-1042,332.93,0.0,2020-05-12 00:00:00,2021,109.0,4447.0,140,0,5030.0,"351,88",202005,4447,RS,LORS01914,SC012
