Order Id,Product Id,Prod. Costs,Rent Costs,Sales Date,Fiscal Year,Total Cost,Customer Id,Volume (LB),Volume,Industry,Revenue,Year Month,ID,State,LOCATION_ID,Plant
32552979,BL01-CA03-1101,386.92,0.0,2020-08-18 00:00:00,2021,116.95,4564.0,0,0,5020.0,"473,44",202008,4564,SP,LOSP01983,SP001
32555677,BL01-CA06-1051,30.0,0.0,2020-08-04 00:00:00,2021,5.45,4564.0,261,0,3085.0,"30,00",202008,4564,SP,LOSP01983,SP001
32555943,BL01-CA06-1051,228.0,0.0,2020-08-05 00:00:00,2021,22.58,4564.0,1566,0,5020.0,"253,00",202008,4564,SP,LOSP01983,SP001
32557992,BL01-CA06-1051,228.0,0.0,2020-08-25 00:00:00,2021,22.58,4564.0,1566,0,5020.0,"253,00",202008,4564,SP,LOSP01983,SP001
32559498,BL01-CA09-1063,601.8,0.0,2020-08-12 00:00:00,2021,58.92,4564.0,2022,0,5025.0,"601,80",202008,4564,SP,LOSP01983,SP001
32559524,BL01-CA09-1063,450.0,0.0,2020-08-12 00:00:00,2021,92.26,4564.0,4044,0,5020.0,"475,00",202008,4564,SP,LOSP01983,SP001
32559572,BL01-CA09-1063,638.0,0.0,2020-08-13 00:00:00,2021,25.88,4564.0,674,0,4030.0,"672,57",202008,4564,SP,LOSP01983,SP001
32560005,BL01-CA09-1063,364.97,0.0,2020-08-20 00:00:00,2021,13.13,4564.0,337,0,5030.0,"404,47",202008,4564,SP,LOSP01983,SP001
32563365,BL01-CA04-1042,654.0,0.0,2020-08-05 00:00:00,2021,75.28,4564.0,3529,0,5020.0,"679,00",202008,4564,SP,LOSP01983,SP001
32563399,BL01-CA04-1042,115.6,0.0,2020-08-06 00:00:00,2021,11.13,4564.0,283,0,3085.0,"115,60",202008,4564,SP,LOSP01983,SP001
32564136,BL01-CA04-1042,317.34,0.0,2020-08-18 00:00:00,2021,41.61,4564.0,654,0,3085.0,"317,34",202008,4564,SP,LOSP01983,SP001
32564174,BL01-CA04-1042,174.8,0.0,2020-08-18 00:00:00,2021,10.37,4564.0,157,0,5020.0,"199,80",202008,4564,SP,LOSP01983,SP001
32564341,BL01-CA04-1042,806.84,0.0,2020-08-20 00:00:00,2021,159.0,4564.0,153,0,4030.0,"839,24",202008,4564,SP,LOSP01983,SP001
32564555,BL01-CA04-1042,1308.0,0.0,2020-08-24 00:00:00,2021,150.56,4564.0,7058,0,5020.0,"1358,00",202008,4564,SP,LOSP01983,SP001
32564657,BL01-CA04-1042,654.0,0.0,2020-08-25 00:00:00,2021,75.28,4564.0,3529,0,5020.0,"679,00",202008,4564,SP,LOSP01983,SP001
32567518,BL01-CA06-1053,272.25,0.0,2020-08-13 00:00:00,2021,106.0,4564.0,153,0,4030.0,"275,48",202008,4564,SP,LOSP01983,SP001
32567556,BL01-CA06-1053,2410.18,0.0,2020-08-13 00:00:00,2021,864.0,4564.0,6,0,5020.0,"2435,18",202008,4564,SP,LOSP01983,SP001
32565746,BL01-CA11-1073,527.05,0.0,2020-08-05 00:00:00,2021,76.15,4564.0,1145,0,5025.0,"527,05",202008,4564,SP,LOSP01983,SP001
32565820,BL01-CA11-1073,1285.83,0.0,2020-08-06 00:00:00,2021,82.39,4564.0,1428,0,4030.0,"1322,28",202008,4564,SP,LOSP01983,SP001
32565966,BL01-CA11-1073,183.69,0.0,2020-08-10 00:00:00,2021,11.77,4564.0,204,0,4030.0,"185,04",202008,4564,SP,LOSP01983,SP001
32566427,BL01-CA11-1073,179.57,0.0,2020-08-19 00:00:00,2021,78.38,4564.0,259,0,4010.0,"179,57",202008,4564,SP,LOSP01983,SP001
32569866,BL02-CA01-2165,727.51,0.0,2020-08-06 00:00:00,2021,547.0,4564.0,0,0,3085.0,"792,51",202008,4564,SP,LOSP01983,SP001
32571316,BL02-CA02-2176,675.0,0.0,2020-08-14 00:00:00,2021,426.4,4564.0,0,0,3085.0,"675,00",202008,4564,SP,LOSP01983,SP001
32552976,BL01-CA03-1101,1871.94,0.0,2020-08-12 00:00:00,2021,831.43,2917.0,0,0,1015.0,"1911,14",202008,2917,PR,LOPR00949,SC012
32553020,BL01-CA11-1062,4311.9,0.0,2020-08-04 00:00:00,2021,2135.25,2917.0,15785,0,1015.0,"4388,13",202008,2917,PR,LOPR00949,SC012
32553234,BL01-CA11-1062,4311.9,0.0,2020-08-25 00:00:00,2021,2107.8,2917.0,15577,0,1015.0,"4385,78",202008,2917,PR,LOPR00949,SC012
32555487,BL01-CA06-1051,460.02,0.0,2020-08-03 00:00:00,2021,10.9,2917.0,522,0,3050.0,"460,02",202008,2917,PR,LOPR00949,SC012
32556748,BL01-CA06-1051,110.73,0.0,2020-08-13 00:00:00,2021,5.48,2917.0,261,0,3085.0,"114,45",202008,2917,PR,LOPR00949,SC012
