Order Id,Product Id,Prod. Costs,Rent Costs,Sales Date,Fiscal Year,Total Cost,Customer Id,Volume (LB),Volume,Industry,Revenue,Year Month,ID,State,LOCATION_ID,Plant
32338873,BL01-CA03-1101,476.44,0.0,2019-09-18 00:00:00,2020,281.13,4564.0,0,0,5020.0,"559,69",201909,4564,SP,LOSP01983,SP001
32344446,BL01-CA08-1078,407.86,0.0,2019-09-06 00:00:00,2020,24.56,4564.0,8088,0,7140.0,"434,36",201909,4564,SP,LOSP01983,SP001
32344591,BL01-CA08-1078,407.86,0.0,2019-09-18 00:00:00,2020,24.56,4564.0,8088,0,7140.0,"434,36",201909,4564,SP,LOSP01983,SP001
32344665,BL01-CA08-1078,611.79,0.0,2019-09-24 00:00:00,2020,34.32,4564.0,11139,0,7140.0,"638,29",201909,4564,SP,LOSP01983,SP001
32339148,BL01-CA11-1062,-30.0,0.0,2019-09-23 00:00:00,2020,0.0,4564.0,0,0,7130.0,"-30,00",201909,4564,SP,LOSP01983,SP001
32340250,BL01-CA03-1040,17.95,0.0,2019-09-06 00:00:00,2020,8.49,4564.0,60,0,7140.0,"17,95",201909,4564,SP,LOSP01983,SP001
32340725,BL01-CA03-1040,17.95,0.0,2019-09-17 00:00:00,2020,8.49,4564.0,60,0,7140.0,"17,95",201909,4564,SP,LOSP01983,SP001
32341437,BL01-CA06-1051,115.76,0.0,2019-09-03 00:00:00,2020,21.57,4564.0,1566,0,5020.0,"115,76",201909,4564,SP,LOSP01983,SP001
32342110,BL01-CA06-1051,30.0,0.0,2019-09-10 00:00:00,2020,5.38,4564.0,261,0,3085.0,"30,00",201909,4564,SP,LOSP01983,SP001
32342331,BL01-CA06-1051,60.2,0.0,2019-09-11 00:00:00,2020,9.86,4564.0,522,0,5020.0,"60,20",201909,4564,SP,LOSP01983,SP001
32342393,BL01-CA06-1051,115.76,0.0,2019-09-11 00:00:00,2020,21.57,4564.0,1566,0,5020.0,"115,76",201909,4564,SP,LOSP01983,SP001
32342461,BL01-CA06-1051,30.0,0.0,2019-09-12 00:00:00,2020,5.38,4564.0,261,0,3085.0,"30,00",201909,4564,SP,LOSP01983,SP001
