Order Id,Product Id,Prod. Costs,Rent Costs,Sales Date,Fiscal Year,Total Cost,Customer Id,Volume (LB),Volume,Industry,Revenue,Year Month,ID,State,LOCATION_ID,Plant
32191333,BL01-CA03-1101,525.05,0.0,2019-02-22 00:00:00,2020,309.02,4564.0,0,0,5020.0,"608,76",201902,4564,SP,LOSP01983,SP001
32196858,BL01-CA08-1078,192.39,0.0,2019-02-01 00:00:00,2020,11.07,4564.0,3713,0,7140.0,"192,39",201902,4564,SP,LOSP01983,SP001
32197089,BL01-CA08-1078,203.93,0.0,2019-02-19 00:00:00,2020,11.92,4564.0,4044,0,7140.0,"203,93",201902,4564,SP,LOSP01983,SP001
32197135,BL01-CA08-1078,203.93,0.0,2019-02-21 00:00:00,2020,11.18,4564.0,3713,0,7140.0,"203,93",201902,4564,SP,LOSP01983,SP001
32191510,BL01-CA11-1062,-15.0,0.0,2019-02-12 00:00:00,2020,0.0,4564.0,0,0,7130.0,"-15,00",201902,4564,SP,LOSP01983,SP001
32191543,BL01-CA11-1062,-5.0,0.0,2019-02-14 00:00:00,2020,0.0,4564.0,0,0,7130.0,"-5,00",201902,4564,SP,LOSP01983,SP001
32192135,BL01-CA03-1076,292.56,0.0,2019-02-15 00:00:00,2020,95.09,4564.0,4884,0,7140.0,"319,06",201902,4564,SP,LOSP01983,SP001
32193323,BL01-CA03-1040,35.9,0.0,2019-02-21 00:00:00,2020,16.98,4564.0,120,0,7140.0,"35,90",201902,4564,SP,LOSP01983,SP001
32194147,BL01-CA06-1051,231.52,0.0,2019-02-05 00:00:00,4040,46.74,4564.0,3132,0,5020.0,"231,52",201902,4564,SP,LOSP01983,SP001
32197558,BL01-CA09-1063,208.37,0.0,2019-02-05 00:00:00,2020,36.91,4564.0,2022,0,5020.0,"208,37",201902,4564,SP,LOSP01983,SP001
32198128,BL01-CA09-1063,208.37,0.0,2019-02-13 00:00:00,2020,36.91,4564.0,2022,0,5020.0,"208,37",201902,4564,SP,LOSP01983,SP001
32198197,BL01-CA09-1063,328.92,0.0,2019-02-14 00:00:00,2020,31.98,4564.0,674,0,5020.0,"346,85",201902,4564,SP,LOSP01983,SP001
32199283,BL01-CA05-1050,584.0,0.0,2019-02-01 00:00:00,2020,121.3,4564.0,584,0,7140.0,"616,34",201902,4564,SP,LOSP01983,SP001
32199417,BL01-CA05-1050,584.0,0.0,2019-02-19 00:00:00,2020,158.96,4564.0,584,0,7140.0,"616,34",201902,4564,SP,LOSP01983,SP001
32199542,BL01-CA08-1060,138.46,0.0,2019-02-13 00:00:00,2020,2.78,4564.0,304,0,3085.0,"138,46",201902,4564,SP,LOSP01983,SP001
32200889,BL01-CA11-1071,1772.4,0.0,2019-02-21 00:00:00,2020,517.0,4564.0,115,0,5020.0,"1772,40",201902,4564,SP,LOSP01983,SP001
32202354,BL01-CA04-1042,316.31,0.0,2019-02-13 00:00:00,4040,33.74,4564.0,443,0,3085.0,"316,31",201902,4564,SP,LOSP01983,SP001
32202431,BL01-CA04-1042,654.29,0.0,2019-02-13 00:00:00,2020,68.32,4564.0,3529,0,5020.0,"654,29",201902,4564,SP,LOSP01983,SP001
32202584,BL01-CA04-1042,130.26,0.0,2019-02-15 00:00:00,2020,11.27,4564.0,214,0,3085.0,"130,26",201902,4564,SP,LOSP01983,SP001
32203129,BL01-CA04-1042,612.6,0.0,2019-02-22 00:00:00,2020,22.6,4564.0,426,0,5030.0,"643,60",201902,4564,SP,LOSP01983,SP001
32206629,BL01-CA06-1053,4820.36,0.0,2019-02-21 00:00:00,2020,1642.0,4564.0,17,0,5020.0,"4820,36",201902,4564,SP,LOSP01983,SP001
32207481,BL01-CA09-1064,69.67,0.0,2019-02-05 00:00:00,2020,46.06,4564.0,103,0,4020.0,"82,27",201902,4564,SP,LOSP01983,SP001
32207935,BL01-CA09-1064,365.63,0.0,2019-02-16 00:00:00,2020,292.2,4564.0,0,0,1010.0,"391,63",201902,4564,SP,LOSP01983,SP001
32208158,BL01-CA09-1064,757.92,0.0,2019-02-22 00:00:00,2020,415.92,4564.0,232,0,4020.0,"790,17",201902,4564,SP,LOSP01983,SP001
32204489,BL01-CA11-1073,251.98,0.0,2019-02-07 00:00:00,2020,118.34,4564.0,518,0,4010.0,"255,86",201902,4564,SP,LOSP01983,SP001
32204520,BL01-CA11-1073,333.98,0.0,2019-02-07 00:00:00,2020,22.96,4564.0,408,0,4030.0,"408,23",201902,4564,SP,LOSP01983,SP001
32191332,BL01-CA03-1101,1847.86,0.0,2019-02-12 00:00:00,2020,677.99,2917.0,0,0,1015.0,"1887,06",201902,2917,PR,LOPR00949,SC012
32191384,BL01-CA11-1062,3998.7,0.0,2019-02-01 00:00:00,2020,2109.6,2917.0,16665,0,1015.0,"4069,41",201902,2917,PR,LOPR00949,SC012
32191445,BL01-CA11-1062,125.0,0.0,2019-02-06 00:00:00,2020,37.17,2917.0,330,0,1005.0,"125,00",201902,2917,PR,LOPR00949,SC012
